Processing 3x3 minors...
Matrix size: 8x8
Total minors: 3136
Rows: 0 1 2 | Cols: 0 1 2 | Det: 191294
Rows: 1 4 7 | Cols: 0 1 5 | Det: -22427
Rows: 1 4 7 | Cols: 0 1 6 | Det: 11605
Rows: 1 4 7 | Cols: 0 1 7 | Det: -67633
Rows: 1 4 7 | Cols: 0 2 3 | Det: -131252
Rows: 1 4 7 | Cols: 0 2 4 | Det: -13262
Rows: 1 4 7 | Cols: 0 2 5 | Det: 27170
Rows: 1 4 7 | Cols: 0 2 6 | Det: -63346
Rows: 1 4 7 | Cols: 0 2 7 | Det: -268166
Rows: 1 4 7 | Cols: 0 3 4 | Det: -118558
Rows: 1 4 7 | Cols: 0 3 5 | Det: 132462
Rows: 1 4 7 | Cols: 0 3 6 | Det: -171270
Rows: 1 4 7 | Cols: 0 3 7 | Det: -330242
Rows: 1 4 7 | Cols: 0 4 5 | Det: -11158
Rows: 1 4 7 | Cols: 0 4 6 | Det: 39914
Rows: 1 4 7 | Cols: 0 4 7 | Det: 208862
Rows: 1 4 7 | Cols: 0 5 6 | Det: -28476
Rows: 1 4 7 | Cols: 0 5 7 | Det: -202276
Rows: 1 4 7 | Cols: 0 6 7 | Det: 190544
Rows: 1 4 7 | Cols: 1 2 3 | Det: -58393
Rows: 1 4 7 | Cols: 1 2 4 | Det: -64936
Rows: 1 4 7 | Cols: 1 2 5 | Det: 15946
Rows: 1 4 7 | Cols: 1 2 6 | Det: -83798
Rows: 1 4 7 | Cols: 1 2 7 | Det: -175090
Rows: 1 4 7 | Cols: 1 3 4 | Det: -175792
Rows: 1 4 7 | Cols: 1 3 5 | Det: 66973
Rows: 1 4 7 | Cols: 1 3 6 | Det: -192115
Rows: 1 4 7 | Cols: 1 3 7 | Det: -263193
Rows: 1 4 7 | Cols: 1 4 5 | Det: 26472
Rows: 1 4 7 | Cols: 1 4 6 | Det: 38632
Rows: 1 4 7 | Cols: 1 4 7 | Det: 234424
Rows: 1 4 7 | Cols: 1 5 6 | Det: -43648
Rows: 1 4 7 | Cols: 1 5 7 | Det: -128944
Rows: 1 4 7 | Cols: 1 6 7 | Det: 198352
Rows: 1 4 7 | Cols: 2 3 4 | Det: -199618
Rows: 1 4 7 | Cols: 2 3 5 | Det: 13046
Rows: 1 4 7 | Cols: 2 3 6 | Det: -188054
Rows: 1 4 7 | Cols: 2 3 7 | Det: -188626
Rows: 1 4 7 | Cols: 2 4 5 | Det: -40004
Rows: 1 4 7 | Cols: 2 4 6 | Det: 77340
Rows: 1 4 7 | Cols: 2 4 7 | Det: 388788
Rows: 1 4 7 | Cols: 2 5 6 | Det: 32632
Rows: 1 4 7 | Cols: 2 5 7 | Det: 12392
Rows: 1 4 7 | Cols: 2 6 7 | Det: 293184
Rows: 1 4 7 | Cols: 3 4 5 | Det: -189674
Rows: 1 4 7 | Cols: 3 4 6 | Det: 90614
Rows: 1 4 7 | Cols: 3 4 7 | Det: 331874
Rows: 1 4 7 | Cols: 3 5 6 | Det: 172764
Rows: 1 4 7 | Cols: 3 5 7 | Det: 157540
Rows: 1 4 7 | Cols: 3 6 7 | Det: 227024
Rows: 1 4 7 | Cols: 4 5 6 | Det: -55328
Rows: 1 4 7 | Cols: 4 5 7 | Det: -302912
Rows: 1 4 7 | Cols: 4 6 7 | Det: 47904
Rows: 1 4 7 | Cols: 5 6 7 | Det: 229952
Rows: 1 5 6 | Cols: 0 1 2 | Det: -147666
Rows: 1 5 6 | Cols: 0 1 3 | Det: -19998
Rows: 1 5 6 | Cols: 0 1 4 | Det: -109476
Rows: 1 5 6 | Cols: 0 1 5 | Det: -69687
Rows: 1 5 6 | Cols: 0 1 6 | Det: 3135
Rows: 1 5 6 | Cols: 0 1 7 | Det: -50496
Rows: 1 5 6 | Cols: 0 2 3 | Det: 147040
Rows: 1 5 6 | Cols: 0 2 4 | Det: -194644
Rows: 1 5 6 | Cols: 0 2 5 | Det: 109576
Rows: 1 5 6 | Cols: 0 2 6 | Det: -82832
Rows: 1 5 6 | Cols: 0 2 7 | Det: 123564
Rows: 1 5 6 | Cols: 0 3 4 | Det: -135372
Rows: 1 5 6 | Cols: 0 3 5 | Det: -54552
Rows: 1 5 6 | Cols: 0 3 6 | Det: -8096
Rows: 1 5 6 | Cols: 0 3 7 | Det: -33548
Rows: 1 5 6 | Cols: 0 4 5 | Det: 173094
Rows: 1 5 6 | Cols: 0 4 6 | Det: -65542
Rows: 1 5 6 | Cols: 0 4 7 | Det: 158168
Rows: 1 5 6 | Cols: 0 5 6 | Det: -36764
Rows: 1 5 6 | Cols: 0 5 7 | Det: 20842
Rows: 1 5 6 | Cols: 0 6 7 | Det: 25702
Rows: 1 5 6 | Cols: 1 2 3 | Det: -155964
Rows: 1 5 6 | Cols: 1 2 4 | Det: -47154
Rows: 1 5 6 | Cols: 1 2 5 | Det: 42591
Rows: 1 5 6 | Cols: 1 2 6 | Det: -140517
Rows: 1 5 6 | Cols: 1 2 7 | Det: -109074
Rows: 1 5 6 | Cols: 1 3 4 | Det: 109242
Rows: 1 5 6 | Cols: 1 3 5 | Det: 79371
Rows: 1 5 6 | Cols: 1 3 6 | Det: -22341
Rows: 1 5 6 | Cols: 1 3 7 | Det: 38562
Rows: 1 5 6 | Cols: 1 4 5 | Det: 53829
Rows: 1 5 6 | Cols: 1 4 6 | Det: -105177
Rows: 1 5 6 | Cols: 1 4 7 | Det: -64740
Rows: 1 5 6 | Cols: 1 5 6 | Det: -65409
Rows: 1 5 6 | Cols: 1 5 7 | Det: -66039
Rows: 1 5 6 | Cols: 1 6 7 | Det: 50367
Rows: 1 5 6 | Cols: 2 3 4 | Det: 252536
Rows: 1 5 6 | Cols: 2 3 5 | Det: -158144
Rows: 1 5 6 | Cols: 2 3 6 | Det: 227408
Rows: 1 5 6 | Cols: 2 3 7 | Det: -21896
Rows: 1 5 6 | Cols: 2 4 5 | Det: 21150
Rows: 1 5 6 | Cols: 2 4 6 | Det: -158770
Rows: 1 5 6 | Cols: 2 4 7 | Det: -183232
Rows: 1 5 6 | Cols: 2 5 6 | Det: 80380
Rows: 1 5 6 | Cols: 2 5 7 | Det: 116578
Rows: 1 5 6 | Cols: 2 6 7 | Det: -178766
Rows: 1 5 6 | Cols: 3 4 5 | Det: 239286
Rows: 1 5 6 | Cols: 3 4 6 | Det: -195458
Rows: 1 5 6 | Cols: 3 4 7 | Det: 77776
Rows: 1 5 6 | Cols: 3 5 6 | Det: -93076
Rows: 1 5 6 | Cols: 3 5 7 | Det: -27958
Rows: 1 5 6 | Cols: 3 6 7 | Det: 53090
Rows: 1 5 6 | Cols: 4 5 6 | Det: 134070
Rows: 1 5 6 | Cols: 4 5 7 | Det: 180132
Rows: 1 5 6 | Cols: 4 6 7 | Det: -190716
Rows: 1 5 6 | Cols: 5 6 7 | Det: -54402
Rows: 1 5 7 | Cols: 0 1 2 | Det: 136086
Rows: 1 5 7 | Cols: 0 1 3 | Det: 260590
Rows: 1 5 7 | Cols: 0 1 4 | Det: -107152
Rows: 1 5 7 | Cols: 0 1 5 | Det: 79975
Rows: 1 5 7 | Cols: 0 1 6 | Det: -59939
Rows: 1 5 7 | Cols: 0 1 7 | Det: 159372
Rows: 1 5 7 | Cols: 0 2 3 | Det: 193016
Rows: 1 5 7 | Cols: 0 2 4 | Det: -102860
Rows: 1 5 7 | Cols: 0 2 5 | Det: -79612
Rows: 1 5 7 | Cols: 0 2 6 | Det: -1060
Rows: 1 5 7 | Cols: 0 2 7 | Det: 39204
Rows: 1 5 7 | Cols: 0 3 4 | Det: -44988
Rows: 1 5 7 | Cols: 0 3 5 | Det: -265880
Rows: 1 5 7 | Cols: 0 3 6 | Det: 82984
Rows: 1 5 7 | Cols: 0 3 7 | Det: -150972
Rows: 1 5 7 | Cols: 0 4 5 | Det: 123134
Rows: 1 5 7 | Cols: 0 4 6 | Det: -44470
Rows: 1 5 7 | Cols: 0 4 7 | Det: 89592
Rows: 1 5 7 | Cols: 0 5 6 | Det: -35688
Rows: 1 5 7 | Cols: 0 5 7 | Det: 116274
Rows: 1 5 7 | Cols: 0 6 7 | Det: -16026
Rows: 1 5 7 | Cols: 1 2 3 | Det: 37894
Rows: 1 5 7 | Cols: 1 2 4 | Det: 134384
Rows: 1 5 7 | Cols: 1 2 5 | Det: -46136
Rows: 1 5 7 | Cols: 1 2 6 | Det: 154432
Rows: 1 5 7 | Cols: 1 2 7 | Det: 51204
Rows: 1 5 7 | Cols: 1 3 4 | Det: 287168
Rows: 1 5 7 | Cols: 1 3 5 | Det: -110615
Rows: 1 5 7 | Cols: 1 3 6 | Det: 312411
Rows: 1 5 7 | Cols: 1 3 7 | Det: 53672
Rows: 1 5 7 | Cols: 1 4 5 | Det: -42648
Rows: 1 5 7 | Cols: 1 4 6 | Det: -62408
Rows: 1 5 7 | Cols: 1 4 7 | Det: -197696
Rows: 1 5 7 | Cols: 1 5 6 | Det: 70436
Rows: 1 5 7 | Cols: 1 5 7 | Det: 84122
Rows: 1 5 7 | Cols: 1 6 7 | Det: -203410
Rows: 1 5 7 | Cols: 2 3 4 | Det: 219244
Rows: 1 5 7 | Cols: 2 3 5 | Det: -43268
Rows: 1 5 7 | Cols: 2 3 6 | Det: 219332
Rows: 1 5 7 | Cols: 2 3 7 | Det: 61708
Rows: 1 5 7 | Cols: 2 4 5 | Det: 113488
Rows: 1 5 7 | Cols: 2 4 6 | Det: -115680
Rows: 1 5 7 | Cols: 2 4 7 | Det: -77416
Rows: 1 5 7 | Cols: 2 5 6 | Det: -90704
Rows: 1 5 7 | Cols: 2 5 7 | Det: -16664
Rows: 1 5 7 | Cols: 2 6 7 | Det: -44888
Rows: 1 5 7 | Cols: 3 4 5 | Det: 312094
Rows: 1 5 7 | Cols: 3 4 6 | Det: -145382
Rows: 1 5 7 | Cols: 3 4 7 | Det: 157104
Rows: 1 5 7 | Cols: 3 5 6 | Det: -283528
Rows: 1 5 7 | Cols: 3 5 7 | Det: -118846
Rows: 1 5 7 | Cols: 3 6 7 | Det: 198086
Rows: 1 5 7 | Cols: 4 5 6 | Det: 89416
Rows: 1 5 7 | Cols: 4 5 7 | Det: 191524
Rows: 1 5 7 | Cols: 4 6 7 | Det: -134228
Rows: 1 5 7 | Cols: 5 6 7 | Det: -139944
Rows: 1 6 7 | Cols: 0 1 2 | Det: 37195
Rows: 1 6 7 | Cols: 0 1 3 | Det: 19008
Rows: 1 6 7 | Cols: 0 1 4 | Det: 15573
Rows: 1 6 7 | Cols: 0 1 5 | Det: 18462
Rows: 1 6 7 | Cols: 0 1 6 | Det: -4081
Rows: 1 6 7 | Cols: 0 1 7 | Det: 19229
Rows: 1 6 7 | Cols: 0 2 3 | Det: -552404
Rows: 1 6 7 | Cols: 0 2 4 | Det: 491786
Rows: 1 6 7 | Cols: 0 2 5 | Det: -61126
Rows: 1 6 7 | Cols: 0 2 6 | Det: 142278
Rows: 1 6 7 | Cols: 0 2 7 | Det: -271262
Rows: 1 6 7 | Cols: 0 3 4 | Det: 482604
Rows: 1 6 7 | Cols: 0 3 5 | Det: 242952
Rows: 1 6 7 | Cols: 0 3 6 | Det: 12100
Rows: 1 6 7 | Cols: 0 3 7 | Det: 146956
Rows: 1 6 7 | Cols: 0 4 5 | Det: -269694
Rows: 1 6 7 | Cols: 0 4 6 | Det: 113528
Rows: 1 6 7 | Cols: 0 4 7 | Det: -367816
Rows: 1 6 7 | Cols: 0 5 6 | Det: 63914
Rows: 1 6 7 | Cols: 0 5 7 | Det: -103042
Rows: 1 6 7 | Cols: 0 6 7 | Det: -43792
Rows: 1 6 7 | Cols: 1 2 3 | Det: -367561
Rows: 1 6 7 | Cols: 1 2 4 | Det: 361404
Rows: 1 6 7 | Cols: 1 2 5 | Det: -37194
Rows: 1 6 7 | Cols: 1 2 6 | Det: 131242
Rows: 1 6 7 | Cols: 1 2 7 | Det: -162098
Rows: 1 6 7 | Cols: 1 3 4 | Det: 338583
Rows: 1 6 7 | Cols: 1 3 5 | Det: 163434
Rows: 1 6 7 | Cols: 1 3 6 | Det: 26741
Rows: 1 6 7 | Cols: 1 3 7 | Det: 107183
Rows: 1 6 7 | Cols: 1 4 5 | Det: -194958
Rows: 1 6 7 | Cols: 1 4 6 | Det: 94602
Rows: 1 6 7 | Cols: 1 4 7 | Det: -254706
Rows: 1 6 7 | Cols: 1 5 6 | Det: 61062
Rows: 1 6 7 | Cols: 1 5 7 | Det: -61230
Rows: 1 6 7 | Cols: 1 6 7 | Det: -50064
Rows: 1 6 7 | Cols: 2 3 4 | Det: -507586
Rows: 1 6 7 | Cols: 2 3 5 | Det: -51658
Rows: 1 6 7 | Cols: 2 3 6 | Det: -543158
Rows: 1 6 7 | Cols: 2 3 7 | Det: -273202
Rows: 1 6 7 | Cols: 2 4 5 | Det: 102156
Rows: 1 6 7 | Cols: 2 4 6 | Det: 352820
Rows: 1 6 7 | Cols: 2 4 7 | Det: 492476
Rows: 1 6 7 | Cols: 2 5 6 | Det: -73408
Rows: 1 6 7 | Cols: 2 5 7 | Det: -4864
Rows: 1 6 7 | Cols: 2 6 7 | Det: 337088
Rows: 1 6 7 | Cols: 3 4 5 | Det: -178110
Rows: 1 6 7 | Cols: 3 4 6 | Det: 463408
Rows: 1 6 7 | Cols: 3 4 7 | Det: 103648
Rows: 1 6 7 | Cols: 3 5 6 | Det: 237754
Rows: 1 6 7 | Cols: 3 5 7 | Det: 106414
Rows: 1 6 7 | Cols: 3 6 7 | Det: -138512
Rows: 1 6 7 | Cols: 4 5 6 | Det: -217068
Rows: 1 6 7 | Cols: 4 5 7 | Det: -193668
Rows: 1 6 7 | Cols: 4 6 7 | Det: 377568
Rows: 1 6 7 | Cols: 5 6 7 | Det: 128832
Rows: 2 3 4 | Cols: 0 1 2 | Det: 278510
Rows: 2 3 4 | Cols: 0 1 3 | Det: 76682
Rows: 2 3 4 | Cols: 0 1 4 | Det: 99788
Rows: 2 3 4 | Cols: 0 1 5 | Det: -76250
Rows: 2 3 4 | Cols: 0 1 6 | Det: 59004
Rows: 2 3 4 | Cols: 0 1 7 | Det: 184342
Rows: 2 3 4 | Cols: 0 2 3 | Det: -1870
Rows: 2 3 4 | Cols: 0 2 4 | Det: -34170
Rows: 2 3 4 | Cols: 0 2 5 | Det: -50950
Rows: 2 3 4 | Cols: 0 2 6 | Det: -19490
Rows: 2 3 4 | Cols: 0 2 7 | Det: -286790
Rows: 2 3 4 | Cols: 0 3 4 | Det: -8738
Rows: 2 3 4 | Cols: 0 3 5 | Det: -14540
Rows: 2 3 4 | Cols: 0 3 6 | Det: -4970
Rows: 2 3 4 | Cols: 0 3 7 | Det: -77724
Rows: 2 3 4 | Cols: 0 4 5 | Det: -27610
Rows: 2 3 4 | Cols: 0 4 6 | Det: 256
Rows: 2 3 4 | Cols: 0 4 7 | Det: -80138
Rows: 2 3 4 | Cols: 0 5 6 | Det: 16130
Rows: 2 3 4 | Cols: 0 5 7 | Det: 112240
Rows: 2 3 4 | Cols: 0 6 7 | Det: -47858
Rows: 2 3 4 | Cols: 1 2 3 | Det: 90290
Rows: 2 3 4 | Cols: 1 2 4 | Det: 105380
Rows: 2 3 4 | Cols: 1 2 5 | Det: 209620
Rows: 2 3 4 | Cols: 1 2 6 | Det: 91365
Rows: 2 3 4 | Cols: 1 2 7 | Det: -280850
Rows: 2 3 4 | Cols: 1 3 4 | Det: -3336
Rows: 2 3 4 | Cols: 1 3 5 | Det: 82434
Rows: 2 3 4 | Cols: 1 3 6 | Det: 6027
Rows: 2 3 4 | Cols: 1 3 7 | Det: -137088
Rows: 2 3 4 | Cols: 1 4 5 | Det: 103956
Rows: 2 3 4 | Cols: 1 4 6 | Det: 10410
Rows: 2 3 4 | Cols: 1 4 7 | Det: -170376
Rows: 2 3 4 | Cols: 1 5 6 | Det: -69423
Rows: 2 3 4 | Cols: 1 5 7 | Det: -61854
Rows: 2 3 4 | Cols: 1 6 7 | Det: -119973
Rows: 2 3 4 | Cols: 2 3 4 | Det: 10370
Rows: 2 3 4 | Cols: 2 3 5 | Det: 15110
Rows: 2 3 4 | Cols: 2 3 6 | Det: 5705
Rows: 2 3 4 | Cols: 2 3 7 | Det: 94860
Rows: 2 3 4 | Cols: 2 4 5 | Det: -6440
Rows: 2 3 4 | Cols: 2 4 6 | Det: -3835
Rows: 2 3 4 | Cols: 2 4 7 | Det: 142970
Rows: 2 3 4 | Cols: 2 5 6 | Det: -2045
Rows: 2 3 4 | Cols: 2 5 7 | Det: 267230
Rows: 2 3 4 | Cols: 2 6 7 | Det: 113735
Rows: 2 3 4 | Cols: 3 4 5 | Det: -10026
Rows: 2 3 4 | Cols: 3 4 6 | Det: -903
Rows: 2 3 4 | Cols: 3 4 7 | Det: 12240
Rows: 2 3 4 | Cols: 3 5 6 | Det: 4200
Rows: 2 3 4 | Cols: 3 5 7 | Det: 109548
Rows: 2 3 4 | Cols: 3 6 7 | Det: 14994
Rows: 2 3 4 | Cols: 4 5 6 | Det: -3147
Rows: 2 3 4 | Cols: 4 5 7 | Det: 130626
Rows: 2 3 4 | Cols: 4 6 7 | Det: 7923
Rows: 2 3 4 | Cols: 5 6 7 | Det: -89106
Rows: 2 3 5 | Cols: 0 1 2 | Det: 282556
Rows: 2 3 5 | Cols: 0 1 3 | Det: -81980
Rows: 2 3 5 | Cols: 0 1 4 | Det: 111896
Rows: 2 3 5 | Cols: 0 1 5 | Det: 8830
Rows: 2 3 5 | Cols: 0 1 6 | Det: -9906
Rows: 2 3 5 | Cols: 0 1 7 | Det: -107496
Rows: 2 3 5 | Cols: 0 2 3 | Det: 28468
Rows: 2 3 5 | Cols: 0 2 4 | Det: -36692
Rows: 2 3 5 | Cols: 0 2 5 | Det: -68070
Rows: 2 3 5 | Cols: 0 2 6 | Det: -6514
Rows: 2 3 5 | Cols: 0 2 7 | Det: -234984
Rows: 2 3 5 | Cols: 0 3 4 | Det: -628
Rows: 2 3 5 | Cols: 0 3 5 | Det: 18860
Rows: 2 3 5 | Cols: 0 3 6 | Det: 2888
Rows: 2 3 5 | Cols: 0 3 7 | Det: 79008
Rows: 2 3 5 | Cols: 0 4 5 | Det: -25810
Rows: 2 3 5 | Cols: 0 4 6 | Det: -3866
Rows: 2 3 5 | Cols: 0 4 7 | Det: -107016
Rows: 2 3 5 | Cols: 0 5 6 | Det: -2590
Rows: 2 3 5 | Cols: 0 5 7 | Det: -33240
Rows: 2 3 5 | Cols: 0 6 7 | Det: 5760
Rows: 2 3 5 | Cols: 1 2 3 | Det: 434452
Rows: 2 3 5 | Cols: 1 2 4 | Det: 84040
Rows: 2 3 5 | Cols: 1 2 5 | Det: 27722
Rows: 2 3 5 | Cols: 1 2 6 | Det: 242400
Rows: 2 3 5 | Cols: 1 2 7 | Det: 347048
Rows: 2 3 5 | Cols: 1 3 4 | Det: -196432
Rows: 2 3 5 | Cols: 1 3 5 | Det: -21620
Rows: 2 3 5 | Cols: 1 3 6 | Det: -55098
Rows: 2 3 5 | Cols: 1 3 7 | Det: 64592
Rows: 2 3 5 | Cols: 1 4 5 | Det: 8352
Rows: 2 3 5 | Cols: 1 4 6 | Det: 98940
Rows: 2 3 5 | Cols: 1 4 7 | Det: 169408
Rows: 2 3 5 | Cols: 1 5 6 | Det: 8547
Rows: 2 3 5 | Cols: 1 5 7 | Det: 21392
Rows: 2 3 5 | Cols: 1 6 7 | Det: 80052
Rows: 2 3 5 | Cols: 2 3 4 | Det: 64884
Rows: 2 3 5 | Cols: 2 3 5 | Det: 107456
Rows: 2 3 5 | Cols: 2 3 6 | Det: 34438
Rows: 2 3 5 | Cols: 2 3 7 | Det: 396272
Rows: 2 3 5 | Cols: 2 4 5 | Det: 16646
Rows: 2 3 5 | Cols: 2 4 6 | Det: -29540
Rows: 2 3 5 | Cols: 2 4 7 | Det: 24824
Rows: 2 3 5 | Cols: 2 5 6 | Det: -57757
Rows: 2 3 5 | Cols: 2 5 7 | Det: -60552
Rows: 2 3 5 | Cols: 2 6 7 | Det: 193588
Rows: 2 3 5 | Cols: 3 4 5 | Det: -45356
Rows: 2 3 5 | Cols: 3 4 6 | Det: -7342
Rows: 2 3 5 | Cols: 3 4 7 | Det: -188816
Rows: 2 3 5 | Cols: 3 5 6 | Det: 11914
Rows: 2 3 5 | Cols: 3 5 7 | Det: -35696
Rows: 2 3 5 | Cols: 3 6 7 | Det: -55376
Rows: 2 3 5 | Cols: 4 5 6 | Det: -22533
Rows: 2 3 5 | Cols: 4 5 7 | Det: -31088
Rows: 2 3 5 | Cols: 4 6 7 | Det: 88772
Rows: 2 3 5 | Cols: 5 6 7 | Det: 25900
Rows: 2 3 6 | Cols: 0 1 2 | Det: -221496
Rows: 2 3 6 | Cols: 0 1 3 | Det: -61378
Rows: 2 3 6 | Cols: 0 1 4 | Det: -162218
Rows: 2 3 6 | Cols: 0 1 5 | Det: -129574
Rows: 2 3 6 | Cols: 0 1 6 | Det: 10961
Rows: 2 3 6 | Cols: 0 1 7 | Det: -107210
Rows: 2 3 6 | Cols: 0 2 3 | Det: 1562
Rows: 2 3 6 | Cols: 0 2 4 | Det: 42922
Rows: 2 3 6 | Cols: 0 2 5 | Det: 76670
Rows: 2 3 6 | Cols: 0 2 6 | Det: 4499
Rows: 2 3 6 | Cols: 0 2 7 | Det: 220594
Rows: 2 3 6 | Cols: 0 3 4 | Det: 10750
Rows: 2 3 6 | Cols: 0 3 5 | Det: 20332
Rows: 2 3 6 | Cols: 0 3 6 | Det: 1324
Rows: 2 3 6 | Cols: 0 3 7 | Det: 60372
Rows: 2 3 6 | Cols: 0 4 5 | Det: 31042
Rows: 2 3 6 | Cols: 0 4 6 | Det: 5419
Rows: 2 3 6 | Cols: 0 4 7 | Det: 140782
Rows: 2 3 6 | Cols: 0 5 6 | Det: 6426
Rows: 2 3 6 | Cols: 0 5 7 | Det: 91936
Rows: 2 3 6 | Cols: 0 6 7 | Det: -13094
Rows: 2 3 6 | Cols: 1 2 3 | Det: -70962
Rows: 2 3 6 | Cols: 1 2 4 | Det: 93990
Rows: 2 3 6 | Cols: 1 2 5 | Det: 241458
Rows: 2 3 6 | Cols: 1 2 6 | Det: -196875
Rows: 2 3 6 | Cols: 1 2 7 | Det: 138822
Rows: 2 3 6 | Cols: 1 3 4 | Det: 78016
Rows: 2 3 6 | Cols: 1 3 5 | Det: 108422
Rows: 2 3 6 | Cols: 1 3 6 | Det: -58067
Rows: 2 3 6 | Cols: 1 3 7 | Det: 72816
Rows: 2 3 6 | Cols: 1 4 5 | Det: 121854
Rows: 2 3 6 | Cols: 1 4 6 | Det: -139535
Rows: 2 3 6 | Cols: 1 4 7 | Det: 56176
Rows: 2 3 6 | Cols: 1 5 6 | Det: -103222
Rows: 2 3 6 | Cols: 1 5 7 | Det: -35662
Rows: 2 3 6 | Cols: 1 6 7 | Det: 88423
Rows: 2 3 6 | Cols: 2 3 4 | Det: -14414
Rows: 2 3 6 | Cols: 2 3 5 | Det: -26266
Rows: 2 3 6 | Cols: 2 3 6 | Det: -53
Rows: 2 3 6 | Cols: 2 3 7 | Det: -71652
Rows: 2 3 6 | Cols: 2 4 5 | Det: -14256
Rows: 2 3 6 | Cols: 2 4 6 | Det: 40060
Rows: 2 3 6 | Cols: 2 4 7 | Det: 66706
Rows: 2 3 6 | Cols: 2 5 6 | Det: 73052
Rows: 2 3 6 | Cols: 2 5 7 | Det: 192422
Rows: 2 3 6 | Cols: 2 6 7 | Det: -198893
Rows: 2 3 6 | Cols: 3 4 5 | Det: 6854
Rows: 2 3 6 | Cols: 3 4 6 | Det: 11853
Rows: 2 3 6 | Cols: 3 4 7 | Det: 63984
Rows: 2 3 6 | Cols: 3 5 6 | Det: 21574
Rows: 2 3 6 | Cols: 3 5 7 | Det: 82524
Rows: 2 3 6 | Cols: 3 6 7 | Det: -58686
Rows: 2 3 6 | Cols: 4 5 6 | Det: 30772
Rows: 2 3 6 | Cols: 4 5 7 | Det: 95002
Rows: 2 3 6 | Cols: 4 6 7 | Det: -122973
Rows: 2 3 6 | Cols: 5 6 7 | Det: -71470
Rows: 2 3 7 | Cols: 0 1 2 | Det: 392828
Rows: 2 3 7 | Cols: 0 1 3 | Det: 204598
Rows: 2 3 7 | Cols: 0 1 4 | Det: -6318
Rows: 2 3 7 | Cols: 0 1 5 | Det: 16878
Rows: 2 3 7 | Cols: 0 1 6 | Det: -43497
Rows: 2 3 7 | Cols: 0 1 7 | Det: 96288
Rows: 2 3 7 | Cols: 0 2 3 | Det: -20966
Rows: 2 3 7 | Cols: 0 2 4 | Det: -20246
Rows: 2 3 7 | Cols: 0 2 5 | Det: -95510
Rows: 2 3 7 | Cols: 0 2 6 | Det: -3407
Rows: 2 3 7 | Cols: 0 2 7 | Det: -373392
Rows: 2 3 7 | Cols: 0 3 4 | Det: -10882
Rows: 2 3 7 | Cols: 0 3 5 | Det: -48844
Rows: 2 3 7 | Cols: 0 3 6 | Det: -4096
Rows: 2 3 7 | Cols: 0 3 7 | Det: -189336
Rows: 2 3 7 | Cols: 0 4 5 | Det: 2406
Rows: 2 3 7 | Cols: 0 4 6 | Det: -2187
Rows: 2 3 7 | Cols: 0 4 7 | Det: 10968
Rows: 2 3 7 | Cols: 0 5 6 | Det: -10722
Rows: 2 3 7 | Cols: 0 5 7 | Det: 7368
Rows: 2 3 7 | Cols: 0 6 7 | Det: 42180
Rows: 2 3 7 | Cols: 1 2 3 | Det: -79594
Rows: 2 3 7 | Cols: 1 2 4 | Det: 464210
Rows: 2 3 7 | Cols: 1 2 5 | Det: 28666
Rows: 2 3 7 | Cols: 1 2 6 | Det: 400785
Rows: 2 3 7 | Cols: 1 2 7 | Det: -44816
Rows: 2 3 7 | Cols: 1 3 4 | Det: 240496
Rows: 2 3 7 | Cols: 1 3 5 | Det: 18350
Rows: 2 3 7 | Cols: 1 3 6 | Det: 199929
Rows: 2 3 7 | Cols: 1 3 7 | Det: -3832
Rows: 2 3 7 | Cols: 1 4 5 | Det: -20406
Rows: 2 3 7 | Cols: 1 4 6 | Det: 44955
Rows: 2 3 7 | Cols: 1 4 7 | Det: -113064
Rows: 2 3 7 | Cols: 1 5 6 | Det: 20394
Rows: 2 3 7 | Cols: 1 5 7 | Det: -8952
Rows: 2 3 7 | Cols: 1 6 7 | Det: -93276
Rows: 2 3 7 | Cols: 2 3 4 | Det: -28878
Rows: 2 3 7 | Cols: 2 3 5 | Det: -20882
Rows: 2 3 7 | Cols: 2 3 6 | Det: -22081
Rows: 2 3 7 | Cols: 2 3 7 | Det: -73264
Rows: 2 3 7 | Cols: 2 4 5 | Det: 111388
Rows: 2 3 7 | Cols: 2 4 6 | Det: -16630
Rows: 2 3 7 | Cols: 2 4 7 | Det: 443552
Rows: 2 3 7 | Cols: 2 5 6 | Det: -97196
Rows: 2 3 7 | Cols: 2 5 7 | Det: 38144
Rows: 2 3 7 | Cols: 2 6 7 | Det: 381344
Rows: 2 3 7 | Cols: 3 4 5 | Det: 56438
Rows: 2 3 7 | Cols: 3 4 6 | Det: -5819
Rows: 2 3 7 | Cols: 3 4 7 | Det: 222760
Rows: 2 3 7 | Cols: 3 5 6 | Det: -47362
Rows: 2 3 7 | Cols: 3 5 7 | Det: 17896
Rows: 2 3 7 | Cols: 3 6 7 | Det: 185092
Rows: 2 3 7 | Cols: 4 5 6 | Det: -10056
Rows: 2 3 7 | Cols: 4 5 7 | Det: 7632
Rows: 2 3 7 | Cols: 4 6 7 | Det: 38904
Rows: 2 3 7 | Cols: 5 6 7 | Det: -3216
Rows: 2 4 5 | Cols: 0 1 2 | Det: 79312
Rows: 2 4 5 | Cols: 0 1 3 | Det: -373904
Rows: 2 4 5 | Cols: 0 1 4 | Det: 54816
Rows: 2 4 5 | Cols: 0 1 5 | Det: 191760
